
---------- Begin Simulation Statistics ----------
simSeconds                                   2.083108                       # Number of seconds simulated (Second)
simTicks                                 2083107857500                       # Number of ticks simulated (Tick)
finalTick                                2083107857500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   8667.19                       # Real time elapsed on the host (Second)
hostTickRate                                240344031                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     704660                       # Number of bytes of host memory used (Byte)
simInsts                                   1545989209                       # Number of instructions simulated (Count)
simOps                                     2612657476                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   178373                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     301442                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                       4166215716                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               2.694854                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.371078                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      3793803021                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                 73905394                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     3173008317                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                9271161                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined           1255050933                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        3200921643                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved            41018278                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          4166097963                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.761626                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.368352                       # Number of insts issued each cycle (Count)
system.cpu.executeStats0.numCCRegWrites    1016261986                       # Number of times the CC registers were written (Count)
system.cpu.executeStats0.numFpRegReads          36604                       # Number of times the floating registers were read (Count)
system.cpu.executeStats0.numFpRegWrites         19603                       # Number of times the floating registers were written (Count)
system.cpu.executeStats0.numIntRegReads    3308086440                       # Number of times the integer registers were read (Count)
system.cpu.executeStats0.numIntRegWrites   2365524704                       # Number of times the integer registers were written (Count)
system.cpu.executeStats0.numMemRefs         823751538                       # Number of memory refs (Count)
system.cpu.executeStats0.numMiscRegReads   1449578665                       # Number of times the Misc registers were read (Count)
system.cpu.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu.fetch.predictedBranches          291597057                       # Number of branches that fetch has predicted taken (Count)
system.cpu.fetch.cycles                    3889856713                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu.fetch.squashCycles                30805770                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu.fetch.miscStallCycles                  332                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.pendingTrapStallCycles          2323                       # Number of stall cycles due to pending traps (Cycle)
system.cpu.fetch.icacheWaitRetryStallCycles          165                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu.fetch.cacheLines                 260635988                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes                 75227                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu.fetch.nisnDist::samples         4166097963                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::mean              1.104812                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::stdev             2.464203                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::0               3287764564     78.92%     78.92% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::1                  9200257      0.22%     79.14% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::2                232858308      5.59%     84.73% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::3                121551701      2.92%     87.64% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                 43914474      1.05%     88.70% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::5                 13415060      0.32%     89.02% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::6                 58813244      1.41%     90.43% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::7                 21070847      0.51%     90.94% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::8                377509508      9.06%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total           4166097963                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetchStats0.numInsts            2703501423                       # Number of instructions fetched (thread level) (Count)
system.cpu.fetchStats0.numOps                       0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu.fetchStats0.fetchRate             0.648911                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches          313420816                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.075229                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles    260835545                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst      260633619                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total         260633619                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst     260633619                       # number of overall hits (Count)
system.cpu.icache.overallHits::total        260633619                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst         2369                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total            2369                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst         2369                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           2369                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    155501499                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    155501499                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    155501499                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    155501499                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst    260635988                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total     260635988                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst    260635988                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total    260635988                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.000009                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.000009                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.000009                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.000009                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 65640.143098                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 65640.143098                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 65640.143098                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 65640.143098                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          333                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs            6                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      55.500000                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.writebacks::writebacks         1338                       # number of writebacks (Count)
system.cpu.icache.writebacks::total              1338                       # number of writebacks (Count)
system.cpu.icache.demandMshrHits::cpu.inst          522                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total           522                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst          522                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total          522                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         1847                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         1847                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         1847                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         1847                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    122243500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    122243500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    122243500                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    122243500                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.000007                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.000007                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.000007                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.000007                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 66184.894423                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 66184.894423                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 66184.894423                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 66184.894423                       # average overall mshr miss latency ((Tick/Count))
